concept_id,concept_name,concept_code,vocabulary_id
36120909,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP5049894,RxNorm Extension
36120908,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP5049893,RxNorm Extension
36120907,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution [Eprex],OMOP5049892,RxNorm Extension
36120906,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution Box of 6,OMOP5049891,RxNorm Extension
36120905,0.5 ML epoetin alfa 4000 UNT/ML Injectable Solution,OMOP5049890,RxNorm Extension
36120896,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP5049876,RxNorm Extension
36120895,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP5049875,RxNorm Extension
36120894,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP5049874,RxNorm Extension
36120893,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP5049873,RxNorm Extension
36120892,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP5049872,RxNorm Extension
36120891,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP5049871,RxNorm Extension
36120890,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Eprex],OMOP5049870,RxNorm Extension
36120889,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution Box of 6,OMOP5049869,RxNorm Extension
36120888,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution,OMOP5049868,RxNorm Extension
36119536,epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP5048401,RxNorm Extension
36119535,epoetin alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP5048400,RxNorm Extension
36119534,epoetin alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP5048399,RxNorm Extension
36119533,epoetin alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP5048398,RxNorm Extension
36119532,epoetin alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP5048397,RxNorm Extension
36119531,epoetin alfa 40000 UNT/ML Injectable Solution,OMOP5048396,RxNorm Extension
36119530,epoetin alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP5048395,RxNorm Extension
36119529,epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP5048388,RxNorm Extension
36119528,epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP5048387,RxNorm Extension
36119527,epoetin alfa 2000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP5048386,RxNorm Extension
36119526,epoetin alfa 2000 UNT/ML Injectable Solution [Eprex],OMOP5048385,RxNorm Extension
36119525,epoetin alfa 2000 UNT/ML Injectable Solution Box of 6,OMOP5048384,RxNorm Extension
36119524,epoetin alfa 2000 UNT/ML Injectable Solution,OMOP5048383,RxNorm Extension
36118765,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP5049879,RxNorm Extension
36118764,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP5049878,RxNorm Extension
36118763,0.5 ML epoetin alfa 2000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP5049877,RxNorm Extension
36118646,epoetin alfa 4000 UNT/ML Injectable Solution [Eprex],OMOP5048394,RxNorm Extension
36118645,epoetin alfa 4000 UNT/ML Injectable Solution Box of 6,OMOP5048393,RxNorm Extension
36118644,epoetin alfa 4000 UNT/ML Injectable Solution,OMOP5048392,RxNorm Extension
35789853,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP2791314,RxNorm Extension
35789851,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP2791312,RxNorm Extension
35789849,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution,OMOP2791310,RxNorm Extension
35789847,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2791308,RxNorm Extension
35789844,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP2791305,RxNorm Extension
35789841,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP2791302,RxNorm Extension
35789836,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP2791297,RxNorm Extension
35789835,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP2791296,RxNorm Extension
35789826,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2791287,RxNorm Extension
35789817,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP2791278,RxNorm Extension
35785955,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2787416,RxNorm Extension
35785941,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2787402,RxNorm Extension
35785939,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution Box of 6,OMOP2787400,RxNorm Extension
35785936,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2787397,RxNorm Extension
35785933,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787394,RxNorm Extension
35785930,0.9 ML Epoetin Alfa 10000 UNT/ML Injectable Solution,OMOP2787391,RxNorm Extension
35785925,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787386,RxNorm Extension
35785923,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2787384,RxNorm Extension
35785919,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2787380,RxNorm Extension
35785912,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution Box of 6,OMOP2787373,RxNorm Extension
35785907,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution,OMOP2787368,RxNorm Extension
35785900,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2787361,RxNorm Extension
35785898,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2787359,RxNorm Extension
35785897,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2787358,RxNorm Extension
35785895,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2787356,RxNorm Extension
35785890,0.8 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2787351,RxNorm Extension
35785875,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2787336,RxNorm Extension
35785874,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution Box of 6,OMOP2787335,RxNorm Extension
35785869,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2787330,RxNorm Extension
35785865,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787326,RxNorm Extension
35785864,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2787325,RxNorm Extension
35785862,0.7 ML Epoetin Alfa 10000 UNT/ML Injectable Solution,OMOP2787323,RxNorm Extension
35785846,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2787307,RxNorm Extension
35785837,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2787298,RxNorm Extension
35785798,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2787259,RxNorm Extension
35785790,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787251,RxNorm Extension
35785786,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2787247,RxNorm Extension
35785782,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2787243,RxNorm Extension
35785781,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2787242,RxNorm Extension
35785780,0.6 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2787241,RxNorm Extension
35785768,0.5 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2787229,RxNorm Extension
35785767,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787228,RxNorm Extension
35785753,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP2787214,RxNorm Extension
35785752,0.5 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2787213,RxNorm Extension
35785751,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP2787212,RxNorm Extension
35785707,0.5 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2787168,RxNorm Extension
35785691,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution,OMOP2787152,RxNorm Extension
35785676,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787137,RxNorm Extension
35785658,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP2787119,RxNorm Extension
35785630,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2787091,RxNorm Extension
35785596,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution,OMOP2787057,RxNorm Extension
35785595,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution Box of 1,OMOP2787056,RxNorm Extension
35785581,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP2787042,RxNorm Extension
35785580,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP2787041,RxNorm Extension
35785579,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2787040,RxNorm Extension
35785578,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP2787039,RxNorm Extension
35785549,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2787010,RxNorm Extension
35785548,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP2787009,RxNorm Extension
35785547,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2787008,RxNorm Extension
35785546,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2787007,RxNorm Extension
35785526,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP2786987,RxNorm Extension
35785525,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2786986,RxNorm Extension
35785524,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2786985,RxNorm Extension
35785505,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP2786966,RxNorm Extension
35785481,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution Box of 6,OMOP2786942,RxNorm Extension
35785463,0.5 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2786924,RxNorm Extension
35785462,0.5 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2786923,RxNorm Extension
35785461,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP2786922,RxNorm Extension
35785448,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit],OMOP2786909,RxNorm Extension
35785447,0.5 ML Epoetin Alfa 4000 UNT/ML Injectable Solution [Eprex],OMOP2786908,RxNorm Extension
35785419,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2786880,RxNorm Extension
35785409,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP2786870,RxNorm Extension
35785387,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2786848,RxNorm Extension
35785386,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP2786847,RxNorm Extension
35785376,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2786837,RxNorm Extension
35785373,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2786834,RxNorm Extension
35785369,0.4 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2786830,RxNorm Extension
35785331,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Dowelhurst,OMOP2786792,RxNorm Extension
35785319,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2786780,RxNorm Extension
35785307,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Dowelhurst,OMOP2786768,RxNorm Extension
35785286,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution,OMOP2786747,RxNorm Extension
35785253,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2786714,RxNorm Extension
35785219,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex],OMOP2786680,RxNorm Extension
35785212,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution Box of 6,OMOP2786673,RxNorm Extension
35785204,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2786665,RxNorm Extension
35785161,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2786622,RxNorm Extension
35785160,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] by Sandoz,OMOP2786621,RxNorm Extension
35785153,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit] Box of 6,OMOP2786614,RxNorm Extension
35785137,0.3 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2786598,RxNorm Extension
35778099,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit] Box of 6 by Sandoz,OMOP2779560,RxNorm Extension
35777974,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Binocrit],OMOP2779435,RxNorm Extension
35777815,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] by Janssen,OMOP2779276,RxNorm Extension
35777814,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1 by Sandoz,OMOP2779275,RxNorm Extension
35777813,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2779274,RxNorm Extension
35777683,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Binocrit],OMOP2779144,RxNorm Extension
35777229,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1 by Janssen,OMOP2778690,RxNorm Extension
35777099,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Binocrit] Box of 1,OMOP2778560,RxNorm Extension
43611935,0.4 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Erypo] Box of 6,OMOP716623,RxNorm Extension
43611910,0.3 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Erypo] Box of 6,OMOP715873,RxNorm Extension
43608450,1 ML Epoetin Alfa 0.336 MG/ML Injectable Solution,OMOP738856,RxNorm Extension
43597690,0.75 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Erypo] Box of 4,OMOP721508,RxNorm Extension
43594228,0.8 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Erypo] Box of 4,OMOP721646,RxNorm Extension
43594227,0.8 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Erypo] by Janssen,OMOP721645,RxNorm Extension
43594071,0.5 ML Epoetin Alfa 0.0336 MG/ML Injectable Solution,OMOP718368,RxNorm Extension
43590463,1 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Erypo] Box of 6 by Janssen,OMOP738865,RxNorm Extension
43587943,Epoetin Alfa 0.0168 MG/ML Injectable Solution,OMOP690870,RxNorm Extension
43587942,Epoetin Alfa 0.336 MG/ML Injectable Solution Box of 4,OMOP690863,RxNorm Extension
43587941,Epoetin Alfa 0.336 MG/ML Injectable Solution,OMOP690862,RxNorm Extension
43520171,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2807286,RxNorm Extension
43520164,0.75 ML Epoetin Alfa 40000 UNT/ML Injectable Solution Box of 6,OMOP2807279,RxNorm Extension
43519187,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2806302,RxNorm Extension
43519134,0.5 ML Epoetin Alfa 40000 UNT/ML Injectable Solution Box of 6,OMOP2806249,RxNorm Extension
43514894,Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2802009,RxNorm Extension
43275146,Epoetin Alfa 40000 UNT/ML Injectable Solution,OMOP572765,RxNorm Extension
43038753,1 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4853792,RxNorm Extension
43038752,1 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4853791,RxNorm Extension
43038751,1 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4853790,RxNorm Extension
43038750,1 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex] by Janssen,OMOP4853789,RxNorm Extension
43038749,1 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex],OMOP4853788,RxNorm Extension
43038107,0.8 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4853147,RxNorm Extension
43038106,0.8 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4853146,RxNorm Extension
43038105,0.8 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4853145,RxNorm Extension
43038083,0.75 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex] by Janssen,OMOP4853123,RxNorm Extension
43038082,0.75 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex],OMOP4853122,RxNorm Extension
43038049,0.6 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4853089,RxNorm Extension
43038048,0.6 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4853088,RxNorm Extension
43038047,0.6 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4853087,RxNorm Extension
43037935,0.5 ML Epoetin Alfa 0.0168 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4852976,RxNorm Extension
43037934,0.5 ML Epoetin Alfa 0.0168 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4852975,RxNorm Extension
43037933,0.5 ML Epoetin Alfa 0.0168 MG/ML Injectable Solution [Eprex],OMOP4852974,RxNorm Extension
43037932,0.5 ML Epoetin Alfa 0.0336 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4852973,RxNorm Extension
43037931,0.5 ML Epoetin Alfa 0.0336 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4852972,RxNorm Extension
43037930,0.5 ML Epoetin Alfa 0.0336 MG/ML Injectable Solution [Eprex],OMOP4852971,RxNorm Extension
43037929,0.5 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4852970,RxNorm Extension
43037928,0.5 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4852969,RxNorm Extension
43037927,0.5 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4852968,RxNorm Extension
43037926,0.5 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex] by Janssen,OMOP4852967,RxNorm Extension
43037925,0.5 ML Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex],OMOP4852966,RxNorm Extension
43037825,0.4 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4852867,RxNorm Extension
43037824,0.4 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4852866,RxNorm Extension
43037823,0.4 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4852865,RxNorm Extension
43037791,0.3 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP4852833,RxNorm Extension
43037790,0.3 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4852832,RxNorm Extension
43037789,0.3 ML Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4852831,RxNorm Extension
43033826,Epoetin Alfa 0.0168 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4848870,RxNorm Extension
43033825,Epoetin Alfa 0.0168 MG/ML Injectable Solution [Eprex],OMOP4848869,RxNorm Extension
43033824,Epoetin Alfa 0.0336 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4848868,RxNorm Extension
43033823,Epoetin Alfa 0.0336 MG/ML Injectable Solution [Eprex],OMOP4848867,RxNorm Extension
43033822,Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex] Box of 6,OMOP4848866,RxNorm Extension
43033821,Epoetin Alfa 0.084 MG/ML Injectable Solution [Eprex],OMOP4848865,RxNorm Extension
43033820,Epoetin Alfa 0.336 MG/ML Injectable Solution [Eprex],OMOP4848864,RxNorm Extension
41410252,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex] Box of 6 by Emra-Med,OMOP2608214,RxNorm Extension
41410163,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex],OMOP2608125,RxNorm Extension
41409015,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Erypo],OMOP2606977,RxNorm Extension
41408489,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Erypo] Box of 6,OMOP2606451,RxNorm Extension
41408307,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Erypo],OMOP2606269,RxNorm Extension
41407890,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Erypo] Box of 6,OMOP2605852,RxNorm Extension
41407819,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution Box of 6,OMOP2605781,RxNorm Extension
41407477,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2605439,RxNorm Extension
41407361,0.5 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Erypo] Box of 6 by Janssen,OMOP2605323,RxNorm Extension
41407359,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex] Box of 6 by Janssen,OMOP2605321,RxNorm Extension
41407223,0.5 ML Epoetin Alfa 2 UNT/ML Injectable Solution,OMOP2605185,RxNorm Extension
41372722,10 ML Epoetin Alfa 5 UNT/ML Injectable Solution,OMOP2570684,RxNorm Extension
41367401,10 ML Epoetin Alfa 5 UNT/ML Injectable Solution Box of 1,OMOP2565363,RxNorm Extension
41359364,5 ML Epoetin Alfa 20 UNT/ML Injectable Solution Box of 1,OMOP2557326,RxNorm Extension
41352351,5 ML Epoetin Alfa 20 UNT/ML Injectable Solution,OMOP2550313,RxNorm Extension
41338109,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Erypo] Box of 6 by Janssen,OMOP2536071,RxNorm Extension
41338106,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Erypo] Box of 6 by Janssen,OMOP2536068,RxNorm Extension
41338104,1 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex] Box of 6 by Emra-Med,OMOP2536066,RxNorm Extension
41337874,1 ML Epoetin Alfa 4 UNT/ML Injectable Solution [Erypo],OMOP2535836,RxNorm Extension
41336964,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution Box of 6,OMOP2534926,RxNorm Extension
41336963,1 ML Epoetin Alfa 4 UNT/ML Injectable Solution Box of 6,OMOP2534925,RxNorm Extension
41336812,1 ML Epoetin Alfa 4 UNT/ML Injectable Solution [Eprex] Box of 6 by Emra-Med,OMOP2534774,RxNorm Extension
41336603,1 ML Epoetin Alfa 4 UNT/ML Injectable Solution [Erypo] Box of 1,OMOP2534565,RxNorm Extension
41335933,1 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2533895,RxNorm Extension
41335932,1 ML Epoetin Alfa 4 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2533894,RxNorm Extension
41335643,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution Box of 6,OMOP2533605,RxNorm Extension
41335642,1 ML Epoetin Alfa 2 UNT/ML Injectable Solution,OMOP2533604,RxNorm Extension
41335492,1 ML Epoetin Alfa 2000 UNT/ML Injectable Solution [Erypo] Box of 6 by Mtk,OMOP2533454,RxNorm Extension
41335249,1 ML Epoetin Alfa 10000 UNT/ML Injectable Solution [Erypo],OMOP2533211,RxNorm Extension
41335247,1 ML Epoetin Alfa 10 UNT/ML Injectable Solution [Eprex] Box of 6,OMOP2533209,RxNorm Extension
41334967,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution,OMOP2532929,RxNorm Extension
41334580,1 ML Epoetin Alfa 40 UNT/ML Injectable Solution [Eprex] Box of 4,OMOP2532542,RxNorm Extension
41334579,1 ML Epoetin Alfa 40 UNT/ML Injectable Solution [Erypo] Box of 4,OMOP2532541,RxNorm Extension
41334578,1 ML Epoetin Alfa 40 UNT/ML Injectable Solution [Erypo] Box of 6,OMOP2532540,RxNorm Extension
41334576,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex],OMOP2532538,RxNorm Extension
41334575,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Eprex] Box of 1,OMOP2532537,RxNorm Extension
41334574,1 ML Epoetin Alfa 40000 UNT/ML Injectable Solution [Erypo] Box of 4,OMOP2532536,RxNorm Extension
41334573,1 ML Epoetin Alfa 10 UNT/ML Injectable Solution [Erypo] Box of 6,OMOP2532535,RxNorm Extension
41334571,1 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Erypo],OMOP2532533,RxNorm Extension
41334570,1 ML Epoetin Alfa 2 UNT/ML Injectable Solution [Erypo] Box of 6,OMOP2532532,RxNorm Extension
