concept_id,concept_name,concept_code,vocabulary_id
40884967,Methylphenidate 50 MG Extended Release Oral Capsule Box of 30 by Medice,OMOP2082929,RxNorm Extension
40884964,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin] Box of 100 by Novartis,OMOP2082926,RxNorm Extension
40884963,Methylphenidate 60 MG Extended Release Oral Capsule Box of 30 by Medice,OMOP2082925,RxNorm Extension
40874716,Methylphenidate 27 MG Extended Release Oral Capsule [Equasym],OMOP2072678,RxNorm Extension
40874714,Methylphenidate 18 MG Extended Release Oral Capsule [Equasym],OMOP2072676,RxNorm Extension
40874713,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin] Box of 56,OMOP2072675,RxNorm Extension
40853732,Methylphenidate 10 MG Extended Release Oral Capsule [Equasym] Box of 60 by Shire,OMOP2051694,RxNorm Extension
40843492,Methylphenidate 10 MG Extended Release Oral Capsule [Medikinet],OMOP2041454,RxNorm Extension
40843491,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet],OMOP2041453,RxNorm Extension
40843490,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin] Box of 28,OMOP2041452,RxNorm Extension
40843489,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin] Box of 30,OMOP2041451,RxNorm Extension
40843487,Methylphenidate 5 MG Extended Release Oral Capsule [Medikinet],OMOP2041449,RxNorm Extension
40835210,Methylphenidate 10 MG Extended Release Oral Capsule Box of 56,OMOP2033172,RxNorm Extension
40835209,Methylphenidate 40 MG Extended Release Oral Capsule Box of 50,OMOP2033171,RxNorm Extension
40835208,Methylphenidate 27 MG Extended Release Oral Capsule Box of 50,OMOP2033170,RxNorm Extension
40835207,Methylphenidate 27 MG Extended Release Oral Capsule Box of 60,OMOP2033169,RxNorm Extension
40835206,Methylphenidate 20 MG Extended Release Oral Capsule Box of 84,OMOP2033168,RxNorm Extension
40823367,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet] Box of 26,OMOP2021329,RxNorm Extension
40235289,30/70 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule [Metadate],1091220,RxNorm
40235285,30/70 Release 24 HR methylphenidate hydrochloride 50 MG Extended Release Oral Capsule [Metadate],1091204,RxNorm
40235283,50/50 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule [Ritalin],1091197,RxNorm
40235282,30/70 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule [Metadate],1091193,RxNorm
40235278,50/50 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule [Ritalin],1091182,RxNorm
40235277,30/70 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule [Metadate],1091178,RxNorm
40235273,50/50 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Ritalin],1091167,RxNorm
40235272,30/70 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Metadate],1091163,RxNorm
40235268,50/50 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule [Ritalin],1091143,RxNorm
40235267,30/70 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule [Metadate],1091139,RxNorm
40221141,40/60 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule,1806210,RxNorm
40221140,40/60 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule,1806208,RxNorm
40221139,40/60 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule,1806206,RxNorm
40221138,40/60 Release 24 HR methylphenidate hydrochloride 50 MG Extended Release Oral Capsule,1806204,RxNorm
40221137,40/60 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule,1806202,RxNorm
40221136,40/60 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule,1806200,RxNorm
40221135,30/70 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule,1806197,RxNorm
40221134,50/50 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule,1806195,RxNorm
40221133,30/70 Release 24 HR methylphenidate hydrochloride 50 MG Extended Release Oral Capsule,1806193,RxNorm
40221132,30/70 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule,1806191,RxNorm
40221131,30/70 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule,1806189,RxNorm
40221130,30/70 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule,1806187,RxNorm
40221129,50/50 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule,1806185,RxNorm
40221128,50/50 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule,1806183,RxNorm
40221127,30/70 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule,1806181,RxNorm
40221126,50/50 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule,1806179,RxNorm
40221125,50/50 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule,1806177,RxNorm
40132923,methylphenidate Extended Release Oral Capsule [Metadate],630810,RxNorm
40130055,methylphenidate Extended Release Oral Capsule [Ritalin],608682,RxNorm
40066568,methylphenidate Extended Release Oral Capsule,374655,RxNorm
36893631,Methylphenidate 18 MG Extended Release Oral Capsule Box of 28,OMOP1004707,RxNorm Extension
36891673,Methylphenidate 27 MG Extended Release Oral Capsule Box of 28,OMOP995758,RxNorm Extension
36889693,Methylphenidate 18 MG Extended Release Oral Capsule,OMOP1005736,RxNorm Extension
36889692,Methylphenidate 8.6 MG Extended Release Oral Capsule,OMOP992287,RxNorm Extension
36888681,Methylphenidate 36 MG Extended Release Oral Capsule Box of 28,OMOP1004794,RxNorm Extension
36887680,Methylphenidate 27 MG Extended Release Oral Capsule,OMOP993254,RxNorm Extension
36886723,Methylphenidate 36 MG Extended Release Oral Capsule,OMOP987931,RxNorm Extension
36785314,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] Box of 30 by Medice,OMOP4773592,RxNorm Extension
36785303,Methylphenidate 10 MG Extended Release Oral Capsule [Medikinet] Box of 30 by Medice,OMOP4773581,RxNorm Extension
36785301,Methylphenidate 5 MG Extended Release Oral Capsule [Medikinet] Box of 30 by Medice,OMOP4773579,RxNorm Extension
36785299,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] Box of 30 by Medice,OMOP4773577,RxNorm Extension
36785297,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet] Box of 30 by Medice,OMOP4773575,RxNorm Extension
36420280,Methylphenidate 40 MG Extended Release Oral Capsule Box of 52,OMOP4762566,RxNorm Extension
36420278,Methylphenidate 10 MG Extended Release Oral Capsule Box of 52,OMOP4762565,RxNorm Extension
36420277,Methylphenidate 10 MG Extended Release Oral Capsule Box of 78,OMOP4762564,RxNorm Extension
36420276,Methylphenidate 30 MG Extended Release Oral Capsule Box of 52,OMOP4762563,RxNorm Extension
36420275,Methylphenidate 20 MG Extended Release Oral Capsule Box of 52,OMOP4762562,RxNorm Extension
36420274,Methylphenidate 5 MG Extended Release Oral Capsule Box of 52,OMOP4762561,RxNorm Extension
36277238,Methylphenidate Extended Release Oral Capsule [Methylphenidathydrochlorid Mylan],OMOP3128113,RxNorm Extension
36276581,Methylphenidate 36 MG Extended Release Oral Capsule [Concerta] Box of 30 by Janssen,OMOP3127456,RxNorm Extension
36276262,Methylphenidate 18 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr] Box of 30 by Sandoz,OMOP3127137,RxNorm Extension
36275571,Methylphenidate 36 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr] Box of 30,OMOP3126446,RxNorm Extension
36275570,Methylphenidate 27 MG Extended Release Oral Capsule [Concerta] Box of 30,OMOP3126445,RxNorm Extension
36275569,Methylphenidate 50 MG Extended Release Oral Capsule [Methylphenidathydrochlorid Mylan] Box of 30,OMOP3126444,RxNorm Extension
36273798,Methylphenidate 50 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr] Box of 30 by Sandoz,OMOP3124673,RxNorm Extension
36272978,Methylphenidate 36 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr],OMOP3123853,RxNorm Extension
36272977,Methylphenidate 36 MG Extended Release Oral Capsule [Concerta],OMOP3123852,RxNorm Extension
36272976,Methylphenidate 36 MG Extended Release Oral Capsule [Concerta] Box of 30,OMOP3123851,RxNorm Extension
36272975,Methylphenidate 27 MG Extended Release Oral Capsule [Concerta],OMOP3123850,RxNorm Extension
36271097,Methylphenidate 50 MG Extended Release Oral Capsule [Concerta] Box of 30 by Janssen,OMOP3121972,RxNorm Extension
36270445,Methylphenidate 18 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr] Box of 30,OMOP3121320,RxNorm Extension
36270442,Methylphenidate 50 MG Extended Release Oral Capsule [Sandoz Methylphenidate Sr],OMOP3121317,RxNorm Extension
36268833,Methylphenidate 27 MG Extended Release Oral Capsule [Concerta] Box of 30 by Janssen,OMOP3119708,RxNorm Extension
36267921,Methylphenidate 18 MG Extended Release Oral Capsule [Methylphenidathydrochlorid Mylan],OMOP3118796,RxNorm Extension
36267920,Methylphenidate 18 MG Extended Release Oral Capsule [Methylphenidathydrochlorid Mylan] Box of 30,OMOP3118795,RxNorm Extension
46221415,40/60 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule [Aptensio],1648201,RxNorm
46221412,40/60 Release 24 HR methylphenidate hydrochloride 50 MG Extended Release Oral Capsule [Aptensio],1648198,RxNorm
46221409,40/60 Release 24 HR methylphenidate hydrochloride 40 MG Extended Release Oral Capsule [Aptensio],1648195,RxNorm
46221406,40/60 Release 24 HR methylphenidate hydrochloride 30 MG Extended Release Oral Capsule [Aptensio],1648192,RxNorm
46221403,40/60 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Aptensio],1648189,RxNorm
46221399,40/60 Release 24 HR methylphenidate hydrochloride 15 MG Extended Release Oral Capsule [Aptensio],1648185,RxNorm
46221397,40/60 Release 24 HR methylphenidate hydrochloride 15 MG Extended Release Oral Capsule,1648183,RxNorm
46221394,40/60 Release 24 HR methylphenidate hydrochloride 10 MG Extended Release Oral Capsule [Aptensio],1648180,RxNorm
46221393,methylphenidate Extended Release Oral Capsule [Aptensio],1648177,RxNorm
45893023,50/50 Release 24 HR methylphenidate hydrochloride 60 MG Extended Release Oral Capsule [Ritalin],1600909,RxNorm
44188418,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet] Box of 50,OMOP3065141,RxNorm Extension
44187435,Methylphenidate 20 MG Extended Release Oral Capsule Box of 78,OMOP3064158,RxNorm Extension
44186083,Methylphenidate 20 MG Extended Release Oral Capsule Box of 26 by Medice,OMOP3062806,RxNorm Extension
44186082,Methylphenidate 20 MG Extended Release Oral Capsule [Equasym] Box of 100 by Shire,OMOP3062805,RxNorm Extension
44184564,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] Box of 78,OMOP3061287,RxNorm Extension
44183692,Methylphenidate 30 MG Extended Release Oral Capsule Box of 26,OMOP3060415,RxNorm Extension
44182296,Methylphenidate 30 MG Extended Release Oral Capsule Box of 78 by Medice,OMOP3059019,RxNorm Extension
44182295,Methylphenidate 30 MG Extended Release Oral Capsule [Equasym] Box of 60 by Shire,OMOP3059018,RxNorm Extension
44182294,Methylphenidate 20 MG Extended Release Oral Capsule Box of 78 by Medice,OMOP3059017,RxNorm Extension
44182293,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] Box of 50 by Medice,OMOP3059016,RxNorm Extension
44179961,Methylphenidate 20 MG Extended Release Oral Capsule Box of 26,OMOP3056684,RxNorm Extension
44178584,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet] Box of 50 by Medice,OMOP3055307,RxNorm Extension
44178582,Methylphenidate 30 MG Extended Release Oral Capsule Box of 26 by Medice,OMOP3055305,RxNorm Extension
44177145,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] Box of 26,OMOP3053868,RxNorm Extension
44171062,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] Box of 50 by Medice,OMOP3047785,RxNorm Extension
44169632,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] Box of 50,OMOP3046355,RxNorm Extension
44169631,Methylphenidate 20 MG Extended Release Oral Capsule [Equasym] Box of 60,OMOP3046354,RxNorm Extension
44169630,Methylphenidate 20 MG Extended Release Oral Capsule [Equasym] Box of 100,OMOP3046353,RxNorm Extension
44168762,Methylphenidate 30 MG Extended Release Oral Capsule Box of 78,OMOP3045485,RxNorm Extension
44167333,Methylphenidate 20 MG Extended Release Oral Capsule [Equasym] Box of 60 by Shire,OMOP3044056,RxNorm Extension
44165874,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] Box of 26,OMOP3042597,RxNorm Extension
44165873,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] Box of 50,OMOP3042596,RxNorm Extension
44162089,Methylphenidate 30 MG Extended Release Oral Capsule [Equasym] Box of 60,OMOP3038812,RxNorm Extension
44162088,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] Box of 78,OMOP3038811,RxNorm Extension
44127636,Methylphenidate 30 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1122267,RxNorm Extension
44127635,Methylphenidate 50 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1122266,RxNorm Extension
44127630,Methylphenidate 40 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1122261,RxNorm Extension
44127629,Methylphenidate 20 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1122260,RxNorm Extension
44111756,Methylphenidate 50 MG Extended Release Oral Capsule [Biphentin],OMOP1106387,RxNorm Extension
44101656,Methylphenidate 10 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1096287,RxNorm Extension
44101653,Methylphenidate 72 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1096284,RxNorm Extension
44098965,Methylphenidate 10 MG Extended Release Oral Capsule [Biphentin],OMOP1093596,RxNorm Extension
44098963,Methylphenidate 72 MG Extended Release Oral Capsule [Biphentin],OMOP1093594,RxNorm Extension
44086010,Methylphenidate 40 MG Extended Release Oral Capsule [Biphentin],OMOP1080641,RxNorm Extension
44086009,Methylphenidate 20 MG Extended Release Oral Capsule [Biphentin],OMOP1080640,RxNorm Extension
44082652,Methylphenidate Extended Release Oral Capsule [Biphentin],OMOP1077283,RxNorm Extension
44058451,Methylphenidate 72 MG Extended Release Oral Capsule,OMOP1053082,RxNorm Extension
44050042,Methylphenidate 60 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1044673,RxNorm Extension
44050039,Methylphenidate 15 MG Extended Release Oral Capsule [Biphentin] by Purdue,OMOP1044670,RxNorm Extension
44047299,Methylphenidate 60 MG Extended Release Oral Capsule [Biphentin],OMOP1041930,RxNorm Extension
44047296,Methylphenidate 15 MG Extended Release Oral Capsule [Biphentin],OMOP1041927,RxNorm Extension
44034265,Methylphenidate 30 MG Extended Release Oral Capsule [Biphentin],OMOP1028896,RxNorm Extension
43854612,Methylphenidate 5 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936913,RxNorm Extension
43818500,Methylphenidate 50 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936835,RxNorm Extension
43800386,Methylphenidate 30 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936898,RxNorm Extension
43800385,Methylphenidate 20 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936882,RxNorm Extension
43692589,Methylphenidate 60 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936982,RxNorm Extension
43638638,Methylphenidate 40 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936847,RxNorm Extension
43584503,Methylphenidate 10 MG Extended Release Oral Capsule [Medikinet] by Medice,OMOP936968,RxNorm Extension
43294461,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin LA] Box of 30,OMOP538571,RxNorm Extension
43294458,Methylphenidate 60 MG Extended Release Oral Capsule Box of 100,OMOP538528,RxNorm Extension
43294457,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin LA],OMOP538517,RxNorm Extension
43294456,Methylphenidate 20 MG Extended Release Oral Capsule Box of 100,OMOP538516,RxNorm Extension
43283584,Methylphenidate 40 MG Extended Release Oral Capsule [Ritalin LA] Box of 30,OMOP538565,RxNorm Extension
43283582,Methylphenidate 10 MG Extended Release Oral Capsule [Ritalin LA],OMOP538553,RxNorm Extension
43283579,Methylphenidate 60 MG Extended Release Oral Capsule [Ritalin LA],OMOP538529,RxNorm Extension
43278264,Methylphenidate 40 MG Extended Release Oral Capsule Box of 100,OMOP538563,RxNorm Extension
43278263,Methylphenidate 10 MG Extended Release Oral Capsule Box of 100,OMOP538551,RxNorm Extension
43278260,Methylphenidate 60 MG Extended Release Oral Capsule [Ritalin LA] Box of 100,OMOP538531,RxNorm Extension
43278255,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin LA] Box of 100,OMOP538519,RxNorm Extension
43272790,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin LA] Box of 100,OMOP538572,RxNorm Extension
43272785,Methylphenidate 60 MG Extended Release Oral Capsule [Ritalin LA] Box of 30,OMOP538530,RxNorm Extension
43267292,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin LA],OMOP538570,RxNorm Extension
43267291,Methylphenidate 40 MG Extended Release Oral Capsule [Ritalin LA] Box of 100,OMOP538566,RxNorm Extension
43267290,Methylphenidate 40 MG Extended Release Oral Capsule [Ritalin LA],OMOP538564,RxNorm Extension
43261791,Methylphenidate 10 MG Extended Release Oral Capsule [Ritalin LA] Box of 100,OMOP538555,RxNorm Extension
43261786,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin LA] Box of 30,OMOP538518,RxNorm Extension
43261785,Methylphenidate Extended Release Oral Capsule [Ritalin LA],OMOP538511,RxNorm Extension
43256483,Methylphenidate 30 MG Extended Release Oral Capsule Box of 100,OMOP538569,RxNorm Extension
43256480,Methylphenidate 10 MG Extended Release Oral Capsule [Ritalin LA] Box of 30,OMOP538554,RxNorm Extension
43215710,Methylphenidate Extended Release Oral Capsule [RITALINE L],OMOP482674,RxNorm Extension
43210175,Methylphenidate 36 MG Extended Release Oral Capsule [Medikinet] Box of 28,OMOP469600,RxNorm Extension
43210174,Methylphenidate 4.35 MG Extended Release Oral Capsule [Medikinet],OMOP469394,RxNorm Extension
43210173,Methylphenidate 27 MG Extended Release Oral Capsule [Medikinet] Box of 28,OMOP469331,RxNorm Extension
43204784,Methylphenidate 20 MG Extended Release Oral Capsule [RITALINE L] Box of 28,OMOP482707,RxNorm Extension
43204783,Methylphenidate 20 MG Extended Release Oral Capsule [RITALINE L],OMOP482706,RxNorm Extension
43204782,Methylphenidate 10 MG Extended Release Oral Capsule [RITALINE L] Box of 28 by Novartis,OMOP482699,RxNorm Extension
43204780,Methylphenidate 40 MG Extended Release Oral Capsule [RITALINE L],OMOP482687,RxNorm Extension
43199386,Methylphenidate 18 MG Extended Release Oral Capsule [Medikinet] Box of 28 by Medice,OMOP469240,RxNorm Extension
43199385,Methylphenidate 18 MG Extended Release Oral Capsule [Medikinet],OMOP469219,RxNorm Extension
43193811,Methylphenidate 30 MG Extended Release Oral Capsule [RITALINE L] Box of 28,OMOP482703,RxNorm Extension
43188356,Methylphenidate 36 MG Extended Release Oral Capsule [Medikinet],OMOP469589,RxNorm Extension
43188354,Methylphenidate 18 MG Extended Release Oral Capsule [QUASYM L] Box of 28,OMOP469260,RxNorm Extension
43177394,Methylphenidate 36 MG Extended Release Oral Capsule [Medikinet] Box of 28 by Medice,OMOP469611,RxNorm Extension
43177393,Methylphenidate 8.6 MG Extended Release Oral Capsule [QUASYM L] Box of 28,OMOP469552,RxNorm Extension
43171859,Methylphenidate 30 MG Extended Release Oral Capsule [RITALINE L] Box of 28 by Novartis,OMOP482704,RxNorm Extension
43166380,Methylphenidate 8.6 MG Extended Release Oral Capsule [Medikinet],OMOP469517,RxNorm Extension
43166378,Methylphenidate 27 MG Extended Release Oral Capsule [QUASYM L] Box of 28,OMOP469467,RxNorm Extension
43166377,Methylphenidate 4.35 MG Extended Release Oral Capsule [Medikinet] Box of 28 by Medice,OMOP469411,RxNorm Extension
43166376,Methylphenidate Extended Release Oral Capsule [QUASYM L],OMOP469175,RxNorm Extension
43166375,Methylphenidate Extended Release Oral Capsule [Medikinet],OMOP469164,RxNorm Extension
43160944,Methylphenidate 30 MG Extended Release Oral Capsule [RITALINE L],OMOP482702,RxNorm Extension
43155411,Methylphenidate 8.6 MG Extended Release Oral Capsule [QUASYM L],OMOP469544,RxNorm Extension
43155410,Methylphenidate 8.6 MG Extended Release Oral Capsule [Medikinet] Box of 28 by Medice,OMOP469532,RxNorm Extension
43155409,Methylphenidate 27 MG Extended Release Oral Capsule [QUASYM L] Box of 28 by Shire,OMOP469478,RxNorm Extension
43155408,Methylphenidate 4.35 MG Extended Release Oral Capsule [Medikinet] Box of 28,OMOP469403,RxNorm Extension
43155407,Methylphenidate 4.35 MG Extended Release Oral Capsule,OMOP469372,RxNorm Extension
43155406,Methylphenidate 27 MG Extended Release Oral Capsule [Medikinet],OMOP469320,RxNorm Extension
43155405,Methylphenidate 18 MG Extended Release Oral Capsule [QUASYM L] Box of 28 by Shire,OMOP469270,RxNorm Extension
43155404,Methylphenidate 18 MG Extended Release Oral Capsule [QUASYM L],OMOP469249,RxNorm Extension
43155403,Methylphenidate 18 MG Extended Release Oral Capsule [Medikinet] Box of 28,OMOP469230,RxNorm Extension
43149729,Methylphenidate 40 MG Extended Release Oral Capsule [RITALINE L] Box of 28,OMOP482688,RxNorm Extension
43144239,Methylphenidate 8.6 MG Extended Release Oral Capsule [Medikinet] Box of 28,OMOP469523,RxNorm Extension
43144238,Methylphenidate 8.6 MG Extended Release Oral Capsule Box of 28,OMOP469516,RxNorm Extension
43144237,Methylphenidate 27 MG Extended Release Oral Capsule [QUASYM L],OMOP469455,RxNorm Extension
43144235,Methylphenidate 4.35 MG Extended Release Oral Capsule Box of 28,OMOP469383,RxNorm Extension
43144234,Methylphenidate 27 MG Extended Release Oral Capsule [Medikinet] Box of 28 by Medice,OMOP469341,RxNorm Extension
43138826,Methylphenidate 20 MG Extended Release Oral Capsule [RITALINE L] Box of 28 by Novartis,OMOP482708,RxNorm Extension
43138824,Methylphenidate 10 MG Extended Release Oral Capsule [RITALINE L] Box of 28,OMOP482698,RxNorm Extension
43138823,Methylphenidate 10 MG Extended Release Oral Capsule [RITALINE L],OMOP482697,RxNorm Extension
43138822,Methylphenidate 40 MG Extended Release Oral Capsule [RITALINE L] Box of 28 by Novartis,OMOP482690,RxNorm Extension
43133362,Methylphenidate 8.6 MG Extended Release Oral Capsule [QUASYM L] Box of 28 by Shire,OMOP469558,RxNorm Extension
42943610,Methylphenidate Extended Release Oral Capsule [BISPHENTIN],OMOP4670237,RxNorm Extension
42943609,Methylphenidate Extended Release Oral Capsule [Metadate CD],OMOP4670236,RxNorm Extension
42943601,Methylphenidate 10 MG Extended Release Oral Capsule [BISPHENTIN],OMOP4670228,RxNorm Extension
42943600,Methylphenidate 10 MG Extended Release Oral Capsule [Metadate CD],OMOP4670227,RxNorm Extension
42943590,Methylphenidate 60 MG Extended Release Oral Capsule [BISPHENTIN],OMOP4670217,RxNorm Extension
42943585,Methylphenidate 30 MG Extended Release Oral Capsule [BISPHENTIN],OMOP4670212,RxNorm Extension
42943584,Methylphenidate 30 MG Extended Release Oral Capsule [Metadate CD],OMOP4670211,RxNorm Extension
42943582,Methylphenidate 50 MG Extended Release Oral Capsule [BISPHENTIN],OMOP4670209,RxNorm Extension
42943580,Methylphenidate 20 MG Extended Release Oral Capsule [Metadate CD],OMOP4670207,RxNorm Extension
42875857,Methylphenidate 40 MG Extended Release Oral Capsule Box of 56 by Aliud,OMOP4872970,RxNorm Extension
42875856,Methylphenidate 40 MG Extended Release Oral Capsule Box of 28 by Aliud,OMOP4872969,RxNorm Extension
42875855,Methylphenidate 10 MG Extended Release Oral Capsule Box of 100 by Ratiopharm,OMOP4872968,RxNorm Extension
42875854,Methylphenidate 10 MG Extended Release Oral Capsule Box of 56 by Ratiopharm,OMOP4872967,RxNorm Extension
42875853,Methylphenidate 10 MG Extended Release Oral Capsule Box of 28 by Ratiopharm,OMOP4872966,RxNorm Extension
42875852,Methylphenidate 20 MG Extended Release Oral Capsule Box of 100 by Ratiopharm,OMOP4872965,RxNorm Extension
42875851,Methylphenidate 20 MG Extended Release Oral Capsule Box of 84 by Aliud,OMOP4872964,RxNorm Extension
42875850,Methylphenidate 20 MG Extended Release Oral Capsule Box of 56 by Aliud,OMOP4872963,RxNorm Extension
42875849,Methylphenidate 20 MG Extended Release Oral Capsule Box of 28 by Aliud,OMOP4872962,RxNorm Extension
42875848,Methylphenidate 20 MG Extended Release Oral Capsule Box of 28 by Ratiopharm,OMOP4872961,RxNorm Extension
42875847,Methylphenidate 30 MG Extended Release Oral Capsule Box of 56 by Aliud,OMOP4872960,RxNorm Extension
42657070,Methylphenidate 36 MG Extended Release Oral Capsule Box of 30 by Sandoz,OMOP4868640,RxNorm Extension
42657069,Methylphenidate 36 MG Extended Release Oral Capsule Box of 30 by Mylan,OMOP4868639,RxNorm Extension
42657068,Methylphenidate 27 MG Extended Release Oral Capsule Box of 30 by Mylan,OMOP4868638,RxNorm Extension
42657067,Methylphenidate 50 MG Extended Release Oral Capsule Box of 30 by Sandoz,OMOP4868637,RxNorm Extension
42657066,Methylphenidate 50 MG Extended Release Oral Capsule Box of 30 by Mylan,OMOP4868636,RxNorm Extension
42657065,Methylphenidate 18 MG Extended Release Oral Capsule Box of 30 by Sandoz,OMOP4868635,RxNorm Extension
42657064,Methylphenidate 18 MG Extended Release Oral Capsule Box of 30 by Mylan,OMOP4868634,RxNorm Extension
41321714,Methylphenidate 10 MG Extended Release Oral Capsule [Ritalin] Box of 30 by Novartis,OMOP2519676,RxNorm Extension
41321711,Methylphenidate 20 MG Extended Release Oral Capsule [Ritalin] Box of 28 by Novartis,OMOP2519673,RxNorm Extension
41321710,Methylphenidate 5 MG Extended Release Oral Capsule Box of 50 by Medice,OMOP2519672,RxNorm Extension
41311348,Methylphenidate 30 MG Extended Release Oral Capsule [Ritalin] Box of 56,OMOP2509310,RxNorm Extension
41311345,Methylphenidate 5 MG Extended Release Oral Capsule [Medikinet] Box of 50,OMOP2509307,RxNorm Extension
41302998,Methylphenidate 27 MG Extended Release Oral Capsule Box of 26,OMOP2500960,RxNorm Extension
41302997,Methylphenidate 5 MG Extended Release Oral Capsule Box of 26,OMOP2500959,RxNorm Extension
41290407,Methylphenidate 10 MG Extended Release Oral Capsule [Ritalin] Box of 28 by Novartis,OMOP2488369,RxNorm Extension
41290402,Methylphenidate 60 MG Extended Release Oral Capsule Box of 40 by Medice,OMOP2488364,RxNorm Extension
41280011,Methylphenidate 10 MG Extended Release Oral Capsule [Equasym],OMOP2477973,RxNorm Extension
41280010,Methylphenidate 10 MG Extended Release Oral Capsule [Medikinet] Box of 50,OMOP2477972,RxNorm Extension
41280007,Methylphenidate 5 MG Extended Release Oral Capsule [Medikinet] Box of 30,OMOP2477969,RxNorm Extension
41271865,Methylphenidate 10 MG Extended Release Oral Capsule Box of 60,OMOP2469827,RxNorm Extension
964275,BX Rating 24 HR methylphenidate hydrochloride 18 MG Extended Release Oral Tablet,2001564,RxNorm
793414,24 HR methylphenidate hydrochloride 72 MG Extended Release Oral Tablet,1995461,RxNorm
36785308,Methylphenidate 18 MG Extended Release Oral Tablet [Methylphenidathydrochlorid Mylan] Box of 30,OMOP4773586,RxNorm Extension
